Time_s, Short-Term-Fuel-Trim-Bank-1_%, Calculated-Engine-Load-Value_%, Vehicle-Speed_km/h, Intake-Air-Temperature_C, Engine-Coolant-Temperature_C, Long-Term-Fuel-Trim-Bank-1_%, Intake-Manifold-Absolute-Pressure_kPa, Engine-RPM_rpm, Absolute-Throttle-Position_%, Timing-Advance-for-#1-cylinder_Â°
1318.8, -6.2, 54.2, 61, 28, 87, -8.6, 61.4, 2112, 14.1, 26.0
1320.0, -10.1, 49.1, 62, 28, 88, -8.6, 54.0, 1913, 13.1, 26.7
1321.2, 4.7, 50.2, 62, 28, 88, -8.6, 51.4, 1874, 11.8, 28.0
1322.4, 3.8, 47.0, 63, 28, 88, -8.6, 43.0, 1677, 3.5, 30.1
1323.6, -0.0, 21.6, 63, 28, 88, -6.7, 38.3, 1644, 3.5, 33.5
1324.8, 1.0, 23.3, 63, 28, 88, -3.1, 26.0, 1448, 3.7, 33.1
1326.0, 6.3, 42.4, 62, 28, 88, -3.9, 33.3, 1533, 4.4, 32.5
1327.2, 4.5, 41.5, 62, 28, 88, -5.5, 52.0, 1828, 12.2, 29.7
1328.4, -0.0, 37.3, 63, 28, 88, -4.5, 46.0, 1744, 11.7, 27.2
1329.6, -0.7, 35.5, 63, 28, 88, -3.1, 34.0, 1537, 9.0, 29.5
1330.8, -1.5, 32.2, 62, 28, 87, -4.5, 29.8, 1480, 6.6, 28.4
1332.0, 4.7, 26.3, 61, 28, 87, -4.2, 25.2, 1394, 0.4, 25.0
1333.2, 4.3, 19.9, 60, 29, 87, 2.3, 29.0, 1441, 3.3, 27.1
1334.4, 1.6, 34.1, 59, 29, 87, -0.8, 36.3, 1540, 7.1, 30.9
1335.6, 1.8, 41.3, 59, 29, 87, -5.5, 52.0, 1760, 7.1, 24.5
1336.8, 2.3, 61.6, 60, 29, 88, -7.8, 60.3, 1937, 9.1, 24.3
1338.0, 1.4, 62.6, 61, 29, 88, -10.2, 73.0, 2320, 18.4, 22.0
1339.2, -0.0, 65.1, 63, 28, 88, -8.6, 73.0, 2272, 17.8, 22.5
1340.4, 0.0, 64.9, 64, 28, 88, -8.6, 73.0, 2179, 15.7, 25.5
1341.6, -0.2, 64.7, 65, 28, 87, -10.9, 72.5, 2249, 15.3, 25.5
1342.8, -3.1, 52.8, 66, 28, 87, -10.9, 69.5, 2320, 14.5, 25.5
1344.0, -3.2, 40.8, 68, 28, 87, -10.9, 48.0, 1851, 11.0, 27.4
1345.2, -5.5, 21.6, 68, 28, 87, -10.2, 46.8, 1850, 4.7, 33.0
1346.4, -5.1, 21.6, 69, 28, 87, -5.5, 22.0, 1655, 3.2, 25.1
1347.6, 3.9, 19.8, 68, 28, 87, -5.5, 22.1, 1443, 0.0, 4.0
1348.8, 3.0, 19.7, 67, 28, 87, -5.5, 23.0, 1331, 2.8, 13.5
1350.0, -0.8, 27.8, 66, 28, 87, -5.2, 23.5, 1297, 6.7, 32.0
1351.2, 0.5, 26.2, 66, 28, 87, -4.7, 25.0, 1479, 0.0, 27.1
1352.4, 4.7, 18.8, 63, 29, 87, -4.7, 25.0, 1420, 0.9, 21.5
1353.6, 5.4, 22.5, 63, 29, 87, -4.7, 25.0, 1217, 10.6, 22.5
1354.8, 7.0, 38.8, 62, 29, 87, -4.0, 28.6, 1290, 10.6, 22.5
1356.0, 4.2, 34.6, 62, 29, 88, -3.1, 35.0, 1519, 10.6, 25.0
1357.2, -1.6, 19.6, 60, 29, 88, -3.1, 31.6, 1335, 8.8, 24.2
1358.4, 0.3, 21.1, 58, 29, 88, -3.1, 27.0, 989, 0.0, 0.5
1359.6, 3.1, 23.9, 52, 29, 88, 0.2, 29.6, 988, 3.8, 1.2
1360.8, 3.5, 46.0, 52, 29, 88, 2.4, 33.9, 988, 24.7, 12.5
1362.0, 3.9, 79.2, 53, 29, 88, -5.5, 80.0, 1557, 17.7, 15.8
1363.2, -4.5, 58.6, 53, 29, 88, -5.3, 80.0, 2345, 0.0, 29.0
1364.4, -14.1, 28.6, 54, 28, 88, -3.9, 53.2, 1848, 0.6, 29.0
1365.6, -9.3, 33.7, 53, 28, 88, -4.0, 30.0, 1221, 2.0, 29.0
1366.8, -3.9, 39.2, 51, 29, 88, -4.7, 46.0, 1373, 3.6, 28.9
1368.0, 6.3, 33.7, 48, 29, 88, -4.5, 43.3, 1462, 6.3, 28.5
1369.2, 5.4, 33.0, 47, 29, 88, -3.9, 30.0, 1077, 6.3, 18.7
1370.4, -0.0, 26.7, 38, 29, 88, -2.0, 30.8, 1034, 6.3, 0.5
1371.6, -0.2, 26.9, 38, 29, 88, 1.6, 33.0, 835, 2.8, 3.6
1372.8, -0.8, 28.6, 34, 29, 88, 1.6, 33.7, 816, 0.0, 7.1
1374.0, 0.5, 28.9, 33, 29, 88, 1.6, 35.0, 773, 0.0, 8.0
1375.2, 2.3, 29.4, 31, 29, 88, -0.0, 58.8, 1242, 5.2, 9.4
1376.4, 2.3, 53.3, 34, 29, 88, -1.0, 81.5, 1927, 20.8, 15.5
1377.6, 1.4, 76.6, 39, 29, 88, -7.0, 86.0, 2528, 20.8, 15.7
1378.8, -5.5, 78.8, 44, 29, 88, -7.0, 86.3, 2513, 20.8, 16.0
1380.0, -5.7, 79.0, 50, 28, 88, -7.0, 88.0, 2267, 22.5, 15.4
1381.2, -7.0, 82.0, 55, 28, 88, -5.8, 86.7, 2252, 25.1, 14.0
1382.4, -6.8, 77.0, 60, 28, 88, -1.6, 80.0, 2114, 13.7, 19.1
1383.6, -5.5, 21.6, 62, 28, 88, -2.4, 68.9, 1977, 0.0, 28.0
1384.8, -4.4, 21.7, 62, 28, 88, -4.7, 26.0, 1228, 0.0, 18.3
1386.0, 3.1, 23.9, 62, 28, 88, -4.5, 29.3, 1248, 0.0, 2.5
1387.2, 3.1, 24.7, 62, 28, 88, -3.9, 51.0, 1717, 6.0, 9.6
1388.4, 3.1, 32.5, 62, 28, 88, -6.1, 57.4, 1837, 14.1, 23.0
1389.6, 0.2, 35.2, 62, 28, 88, -11.7, 79.0, 2430, 20.8, 21.2
1390.8, -9.4, 51.4, 66, 28, 88, -10.1, 69.6, 2302, 20.2, 19.0
1392.0, -5.8, 46.0, 66, 28, 88, -7.8, 50.0, 1871, 12.5, 26.0
1393.2, -0.0, 32.2, 66, 28, 88, -3.9, 36.2, 1697, 8.5, 23.2
1394.4, -0.8, 24.3, 65, 28, 88, -4.1, 24.8, 1500, 0.0, 14.5
1395.6, -0.4, 20.5, 65, 28, 88, -4.7, 24.0, 1342, 2.5, 23.7
1396.8, 0.8, 30.2, 65, 29, 88, -4.4, 33.3, 1467, 5.1, 32.3
1398.0, -0.3, 29.6, 65, 29, 88, -3.9, 50.0, 1786, 9.4, 29.5
1399.2, -2.3, 28.2, 64, 29, 88, -3.9, 40.2, 1694, 7.9, 29.4
1400.4, 0.1, 25.0, 63, 29, 88, -3.9, 25.9, 1490, 0.0, 27.0
1401.6, 3.0, 18.8, 62, 29, 88, -3.9, 25.0, 1332, 0.0, 19.1
1402.8, 2.3, 19.9, 59, 29, 88, -3.9, 25.2, 1185, 0.0, 2.0
1404.0, 3.9, 21.2, 56, 29, 88, -3.9, 26.0, 1058, 0.0, 2.0
1405.2, 13.3, 25.1, 50, 29, 88, -2.7, 26.9, 1040, 0.0, 2.0
1406.4, 12.2, 25.1, 44, 29, 88, 1.6, 32.0, 889, 0.0, 3.3
1407.6, 6.3, 25.1, 41, 29, 88, 1.6, 32.2, 880, 0.0, 5.5
1408.8, 5.9, 25.4, 38, 29, 88, 1.6, 33.0, 829, 0.0, 5.5
1410.0, 4.7, 27.8, 36, 29, 88, 1.6, 39.8, 983, 0.1, 5.5
1411.2, 3.1, 32.7, 36, 29, 88, 1.6, 63.0, 1846, 14.9, 14.7
1412.4, -2.3, 59.6, 40, 29, 88, -2.4, 56.1, 1828, 14.2, 24.9
1413.6, -1.7, 52.8, 40, 29, 88, -8.6, 42.0, 1755, 0.0, 21.0
1414.8, -0.0, 27.8, 42, 29, 88, -4.7, 38.8, 1643, 0.0, 21.0
1416.0, 0.5, 27.8, 42, 29, 88, 1.6, 32.0, 901, 0.0, 15.3
1417.2, 3.9, 27.8, 38, 29, 88, 1.6, 32.6, 887, 0.0, 5.0
1418.4, 2.8, 27.9, 34, 29, 88, 1.6, 35.0, 798, 0.0, 6.1
1419.6, -2.3, 29.4, 31, 29, 88, 1.6, 35.0, 795, 0.0, 8.0
1420.8, -1.3, 29.4, 26, 29, 88, 1.6, 35.0, 784, 0.0, 7.8
1422.0, 1.6, 29.4, 15, 29, 88, 1.6, 35.4, 775, 0.0, 7.8
1423.2, 1.9, 29.8, 13, 29, 88, 1.6, 36.0, 757, 0.0, 13.5
1424.4, 2.3, 30.6, 6, 30, 88, 1.6, 38.6, 723, 0.0, 13.0
1425.6, 2.0, 31.7, 5, 30, 88, 1.8, 41.1, 677, 0.0, 10.0
1426.8, 1.3, 33.3, 2, 30, 88, 3.1, 42.0, 612, 1.3, 12.2
1428.0, -2.3, 35.3, 3, 30, 88, 3.1, 41.4, 652, 3.5, 17.5
1429.2, -2.5, 34.4, 4, 30, 88, 3.1, 39.0, 1022, 1.6, 14.1
1430.4, -3.1, 30.6, 6, 30, 88, 2.0, 39.4, 899, 0.0, 9.9
1431.6, -3.1, 31.4, 5, 30, 88, 0.8, 40.0, 618, 0.0, 6.5
1432.8, -3.1, 33.3, 0, 30, 89, 1.9, 44.6, 660, 1.6, 7.9
1434.0, -1.2, 33.3, 2, 30, 89, 3.1, 51.0, 747, 9.0, 22.0
1435.2, 1.6, 33.3, 10, 30, 89, 3.1, 54.7, 1194, 9.6, 22.4
1436.4, -4.3, 39.1, 13, 30, 89, 3.1, 60.0, 2088, 12.5, 27.5
1437.6, -12.5, 50.6, 21, 30, 89, -3.6, 58.6, 2036, 13.6, 26.7
1438.8, -7.9, 52.0, 24, 30, 89, -7.8, 55.6, 1943, 18.0, 21.0
1440.0, -2.5, 53.9, 29, 30, 89, -3.1, 32.0, 1687, 11.6, 18.1
1441.2, 3.9, 25.9, 28, 30, 89, -1.7, 32.2, 1370, 0.0, 11.5
1442.4, 4.5, 25.8, 27, 30, 89, 1.6, 33.0, 827, 0.0, 9.4
1443.6, 6.3, 25.5, 23, 30, 89, 1.6, 33.6, 806, 1.5, 7.8
1444.8, 6.5, 31.3, 23, 30, 89, 1.6, 35.0, 749, 10.2, 20.0
1446.0, 7.0, 49.4, 21, 30, 88, -0.3, 41.7, 959, 10.2, 20.0
1447.2, 3.3, 47.0, 21, 30, 88, -3.1, 57.0, 1839, 12.5, 22.7
1448.4, -10.2, 30.6, 24, 30, 88, -3.1, 50.5, 1649, 12.5, 26.0
1449.6, -7.1, 30.2, 22, 30, 88, -3.1, 30.0, 772, 0.0, 17.6
1450.8, 0.8, 28.6, 13, 30, 88, -1.7, 31.7, 758, 0.0, 7.0
1452.0, 1.2, 29.4, 12, 30, 88, 0.8, 36.0, 709, 0.0, 8.9
1453.2, 2.3, 32.9, 7, 30, 88, 0.8, 36.6, 715, 0.2, 11.0
1454.4, 2.8, 34.1, 7, 30, 88, 0.8, 38.0, 741, 2.7, 14.5
1455.6, 3.9, 37.6, 5, 30, 88, 1.1, 45.7, 949, 2.7, 18.0
1456.8, 0.7, 37.6, 6, 30, 88, 1.6, 60.0, 1590, 2.7, 18.0
1458.0, -7.0, 37.6, 13, 30, 88, -0.8, 51.3, 1553, 3.1, 18.0
1459.2, -3.6, 40.2, 13, 30, 88, -3.9, 37.0, 1466, 9.0, 23.5
1460.4, 3.9, 52.5, 13, 30, 88, -6.1, 43.7, 1673, 9.7, 29.0
1461.6, 0.0, 53.7, 14, 30, 88, -8.6, 54.0, 2100, 14.1, 28.0
1462.8, -5.4, 56.1, 22, 30, 88, -5.2, 44.8, 1801, 9.9, 22.0
1464.0, -0.0, 42.5, 22, 30, 88, -1.8, 38.5, 1447, 0.0, 3.0
1465.2, 0.1, 27.8, 22, 30, 88, 3.1, 49.0, 1549, 3.8, 9.8
1466.4, 0.8, 37.1, 23, 30, 88, 1.9, 49.3, 1550, 10.6, 27.0
1467.6, 0.4, 47.1, 24, 30, 88, -3.9, 53.0, 1802, 10.8, 27.3
1468.8, -9.4, 33.5, 25, 30, 88, -3.9, 50.3, 1707, 10.9, 28.0
1470.0, -8.0, 22.8, 25, 30, 88, -3.9, 35.0, 807, 0.0, 19.3
1471.2, -2.3, 29.4, 14, 30, 88, -2.0, 35.8, 806, 0.0, 7.5
1472.4, -0.6, 30.9, 14, 31, 88, 3.1, 39.0, 807, 4.4, 14.1
1473.6, 5.5, 40.4, 16, 31, 88, 0.2, 41.3, 934, 8.6, 22.5
1474.8, 3.2, 40.0, 17, 31, 88, -3.9, 46.0, 1485, 8.6, 25.6
1476.0, -1.6, 38.8, 21, 31, 88, -3.9, 43.6, 1473, 6.8, 26.9
1477.2, -5.9, 31.8, 22, 31, 88, -3.4, 41.0, 1454, 0.4, 20.5
1478.4, -9.9, 22.0, 23, 31, 88, 1.6, 33.0, 1162, 0.3, 17.6
1479.6, -2.3, 23.7, 23, 31, 88, 1.6, 33.1, 843, 0.0, 6.0
1480.8, -1.6, 25.5, 23, 31, 88, 1.6, 34.0, 789, 0.0, 6.2
1482.0, 3.1, 25.5, 24, 31, 88, 1.6, 34.2, 782, 0.0, 6.5
1483.2, 3.1, 26.3, 25, 31, 88, 1.6, 35.0, 750, 0.0, 7.5
1484.4, 3.1, 29.4, 27, 31, 88, 1.6, 35.0, 758, 0.0, 7.5
1485.6, 3.1, 29.3, 27, 31, 88, 1.6, 35.0, 788, 0.0, 7.2
1486.8, 3.1, 28.6, 26, 31, 88, 1.6, 34.7, 793, 0.0, 7.0
1488.0, 2.8, 28.6, 27, 31, 88, 1.6, 34.0, 808, 0.0, 7.0
1489.2, 2.3, 28.6, 29, 31, 88, 1.6, 34.5, 801, 0.0, 7.1
1490.4, -0.2, 28.6, 29, 31, 88, 1.6, 35.0, 793, 0.0, 7.5
1491.6, -1.9, 28.6, 30, 31, 88, 1.6, 35.0, 786, 0.0, 7.3
1492.8, 1.6, 28.6, 29, 31, 88, 1.6, 35.0, 786, 0.0, 7.0
1494.0, 1.6, 28.1, 27, 31, 88, 1.6, 35.0, 789, 0.0, 7.0
1495.2, 1.6, 26.3, 20, 31, 89, 1.2, 35.9, 769, 0.0, 6.9
1496.4, 1.2, 26.7, 17, 31, 89, 0.8, 37.1, 737, 0.0, 6.5
1497.6, 0.2, 27.2, 12, 31, 89, 0.8, 38.0, 653, 0.0, 6.5
1498.8, -3.1, 28.2, 5, 31, 89, 0.8, 38.9, 654, 0.0, 6.5
1500.0, -2.5, 28.7, 5, 31, 89, 0.8, 41.0, 660, 2.6, 10.8
1501.2, -0.0, 34.1, 5, 31, 89, 1.3, 41.3, 707, 5.9, 18.5
1502.4, -2.4, 34.7, 5, 31, 90, 3.1, 43.0, 1169, 7.0, 20.7
1503.6, -16.4, 40.4, 10, 31, 90, 1.0, 43.4, 1214, 8.6, 25.0
1504.8, -16.5, 38.8, 10, 31, 90, -4.7, 45.0, 1539, 8.6, 26.6
1506.0, -17.2, 25.5, 14, 31, 90, -2.1, 42.3, 1431, 8.3, 29.0
1507.2, -12.3, 26.5, 14, 31, 90, 1.6, 37.0, 1107, 4.3, 28.1
1508.4, -3.0, 29.4, 15, 31, 90, 1.6, 36.5, 1102, 4.3, 27.5
1509.6, -0.0, 29.0, 15, 31, 90, 1.5, 35.8, 1093, 4.3, 27.5
1510.8, -0.3, 28.3, 16, 31, 90, 0.8, 33.0, 856, 2.5, 19.9
1512.0, -1.6, 25.5, 16, 31, 90, 0.8, 33.3, 849, 0.0, 6.5
1513.2, -0.9, 25.6, 16, 31, 89, 0.8, 35.0, 787, 0.0, 6.7
1514.4, 1.6, 26.3, 14, 31, 89, 0.8, 35.3, 786, 0.0, 7.0
1515.6, 2.4, 28.7, 12, 31, 89, 0.8, 36.0, 786, 0.0, 10.7
1516.8, 3.9, 34.5, 6, 31, 89, 0.8, 37.5, 747, 0.0, 12.9
1518.0, 0.5, 32.9, 6, 31, 89, 0.9, 39.0, 682, 0.0, 9.0
1519.2, -3.1, 30.6, 6, 31, 89, 1.6, 39.0, 682, 0.0, 12.5
1520.4, -3.9, 31.4, 7, 31, 89, 1.6, 39.1, 682, 0.0, 26.5
1521.6, -3.9, 32.5, 8, 31, 89, 1.6, 40.0, 909, 2.3, 26.5
1522.8, -5.9, 34.2, 10, 31, 89, 0.5, 40.1, 1176, 8.6, 26.5
1524.0, -8.6, 37.3, 15, 31, 89, -7.0, 42.0, 1467, 8.6, 26.7
1525.2, -6.9, 38.0, 16, 31, 89, -6.7, 41.6, 1787, 8.6, 27.5
1526.4, -6.1, 37.8, 19, 31, 89, -4.7, 36.0, 1560, 6.8, 28.2
1527.6, -9.4, 28.2, 21, 31, 89, -3.3, 35.6, 1369, 4.3, 29.5
1528.8, -7.9, 28.4, 21, 32, 89, 0.8, 34.0, 1198, 4.3, 28.8
1530.0, -3.1, 29.4, 19, 32, 89, 0.8, 35.2, 1200, 4.4, 28.0
1531.2, -3.7, 29.4, 19, 32, 89, 0.8, 38.0, 1211, 5.5, 28.0
1532.4, -4.7, 29.4, 17, 32, 88, 0.8, 35.3, 1139, 5.4, 27.8
1533.6, -0.0, 31.8, 16, 32, 88, 0.8, 34.7, 1082, 5.1, 26.5
1534.8, 2.8, 35.2, 15, 32, 88, 0.8, 44.0, 1315, 6.2, 26.3
1536.0, -3.1, 41.2, 14, 32, 88, 0.5, 43.7, 1326, 7.5, 26.0
1537.2, -5.9, 39.5, 14, 32, 88, -0.0, 43.0, 1379, 5.9, 26.5
1538.4, -14.1, 31.8, 14, 32, 88, -0.4, 40.4, 1243, 5.5, 26.8
1539.6, -7.7, 32.0, 13, 32, 88, -0.7, 36.0, 940, 3.1, 25.0
1540.8, 0.8, 32.5, 11, 32, 88, 0.8, 35.5, 859, 2.4, 21.5
1542.0, 2.5, 30.5, 10, 32, 88, 0.6, 35.0, 752, 0.4, 9.5
1543.2, 3.7, 28.2, 8, 32, 88, -0.8, 35.0, 1006, 0.8, 14.0
1544.4, 1.6, 29.4, 7, 32, 88, -0.4, 35.4, 1243, 1.6, 25.5
1545.6, 1.6, 29.6, 6, 32, 88, 0.8, 38.0, 706, 0.9, 19.6
1546.8, 1.6, 31.8, 3, 32, 88, 1.9, 39.0, 693, 0.0, 9.5
1548.0, 1.6, 31.8, 3, 32, 88, 3.9, 42.0, 633, 2.0, 11.2
1549.2, 1.6, 31.8, 2, 32, 88, 1.8, 45.0, 633, 2.6, 13.9
1550.4, 0.8, 32.3, 1, 32, 88, 0.5, 47.6, 633, 4.3, 20.5
1551.6, 0.4, 32.9, 0, 32, 88, 3.9, 43.0, 612, 2.6, 17.2
1552.8, -2.3, 33.3, 0, 32, 88, 3.6, 43.0, 590, 0.0, 10.0
1554.0, -1.7, 33.3, 0, 32, 88, 3.1, 43.0, 549, 0.0, 7.5
1555.2, -0.0, 33.3, 0, 32, 88, 3.1, 42.8, 549, 0.0, 3.5
1556.4, -0.3, 33.4, 0, 32, 88, 3.1, 42.0, 599, 0.0, 5.2
1557.6, -2.3, 34.5, 0, 32, 88, 3.1, 42.4, 597, 0.0, 8.5
1558.8, -2.5, 34.3, 0, 33, 88, 3.1, 44.0, 593, 0.0, 9.1
1560.0, -3.1, 33.3, 0, 33, 88, 3.1, 44.0, 596, 0.0, 10.0
1561.2, -2.9, 33.3, 0, 33, 89, 3.1, 44.0, 614, 0.0, 7.5
1562.4, -2.3, 33.3, 0, 33, 89, 3.1, 44.0, 606, 0.0, 5.4
1563.6, -3.1, 33.3, 0, 33, 89, 3.1, 44.0, 588, 0.0, 13.0
1564.8, -4.7, 33.3, 0, 33, 89, 3.1, 45.7, 608, 0.6, 13.5
1566.0, -4.0, 33.4, 0, 33, 89, 3.1, 48.0, 651, 3.5, 18.0
1567.2, -3.1, 33.7, 0, 33, 90, 3.1, 45.0, 639, 2.8, 16.2
1568.4, -2.6, 35.7, 0, 33, 90, 2.5, 45.3, 631, 1.2, 10.0
1569.6, -3.4, 36.2, 0, 34, 90, -0.8, 49.0, 880, 3.5, 15.4
1570.8, -6.3, 31.8, 0, 34, 90, 0.9, 47.7, 823, 5.6, 21.8
1572.0, -4.1, 33.8, 0, 34, 90, 3.1, 45.0, 635, 0.4, 6.5
1573.2, -0.8, 38.0, 0, 34, 91, 3.1, 43.9, 648, 0.3, 5.2
1574.4, -2.8, 38.0, 0, 34, 91, 3.1, 43.1, 661, 0.0, 0.0
1575.6, -4.9, 38.0, 0, 34, 91, 3.1, 44.0, 617, 0.0, 2.0
1576.8, -7.0, 38.0, 0, 34, 91, 3.1, 44.0, 616, 0.0, 7.5
1578.0, -6.8, 38.0, 0, 34, 91, 3.1, 45.0, 617, 0.0, 6.0
1579.2, -2.3, 36.1, 0, 34, 91, 3.1, 45.0, 619, 0.0, 1.5
1580.4, -2.2, 34.3, 0, 34, 91, 3.1, 45.0, 621, 0.0, 2.8
1581.6, -1.6, 33.3, 0, 34, 91, 2.9, 143.7, 618, 0.0, 5.0
1582.8, -2.0, 33.3, 0, 34, 91, 2.3, 43.0, 608, 0.0, 5.7
1584.0, -3.1, 33.3, 0, 34, 91, 2.3, 43.0, 606, 0.0, 6.2
1585.2, -1.7, 32.7, 0, 34, 91, 2.3, 43.0, 604, 0.0, 2.0
1586.4, -0.0, 31.8, 0, 34, 91, -0.8, 44.5, 740, 0.0, 1.6
1587.6, 0.8, 32.5, 0, 34, 91, -0.2, 45.9, 937, 0.0, 0.0
1588.8, 1.3, 33.3, 0, 34, 91, 3.1, 43.0, 773, 1.3, 1.9
1590.0, -3.1, 31.8, 0, 34, 91, 2.9, 43.0, 623, 3.9, 7.5
1591.2, -3.2, 31.9, 0, 34, 91, 2.3, 43.0, 617, 2.2, 7.0
1592.4, -3.9, 34.5, 0, 34, 91, 2.3, 42.0, 624, 0.0, 6.0
1593.6, -5.0, 33.7, 0, 34, 91, 2.3, 40.0, 649, 0.0, 3.9
1594.8, -7.0, 31.8, 0, 34, 91, 2.3, 40.0, 644, 0.0, 2.1
1596.0, -6.7, 30.3, 0, 34, 91, 2.3, 40.0, 634, 0.0, 3.5
1597.2, -6.3, 27.8, 0, 34, 91, 2.3, 38.5, 630, 0.0, 3.9
1598.4, -5.9, 28.3, 0, 34, 91, 2.3, 37.0, 624, 0.0, 6.5
1599.6, -5.5, 29.0, 0, 34, 91, 2.3, 37.0, 620, 0.0, 6.7
1600.8, -4.7, 29.0, 0, 34, 91, 2.3, 37.0, 614, 0.0, 7.5
1602.0, -4.7, 29.0, 0, 34, 91, 2.3, 37.0, 612, 0.0, 7.5
1603.2, -5.3, 29.4, 0, 34, 91, 2.3, 37.0, 609, 0.0, 7.5
1604.4, -6.3, 30.2, 0, 34, 91, 2.3, 37.0, 599, 0.0, 7.5
1605.6, -5.8, 29.5, 0, 34, 91, 2.1, 37.0, 592, 0.0, 7.5
1606.8, -5.5, 29.0, 0, 34, 91, 1.6, 37.0, 607, 0.0, 7.8
1608.0, -5.5, 29.0, 0, 34, 91, 1.6, 37.0, 608, 0.0, 7.9
1609.2, -6.2, 29.0, 0, 34, 91, 1.6, 37.0, 612, 0.0, 7.5
1610.4, -7.0, 29.0, 0, 34, 91, 1.6, 37.0, 612, 0.0, 7.5
1611.6, -6.3, 29.0, 0, 34, 91, 1.6, 37.1, 613, 0.0, 7.5
1612.8, -6.1, 29.0, 0, 34, 91, 1.6, 38.0, 598, 0.0, 7.7
1614.0, -5.5, 29.0, 0, 34, 91, 1.6, 37.7, 596, 0.0, 8.0
1615.2, -6.1, 29.0, 0, 34, 91, 1.6, 37.0, 592, 0.0, 8.6
1616.4, -7.0, 29.0, 0, 34, 91, 1.6, 37.0, 599, 0.0, 8.8
1617.6, -7.0, 29.5, 0, 34, 91, 1.5, 37.1, 608, 0.0, 8.0
1618.8, -7.0, 30.2, 0, 35, 91, 0.8, 38.0, 606, 0.0, 7.4
1620.0, -6.3, 29.6, 0, 35, 91, 0.8, 37.9, 604, 0.0, 5.5
1621.2, -6.2, 29.0, 0, 35, 91, 0.8, 37.0, 618, 0.0, 5.5
1622.4, -5.5, 29.0, 0, 35, 91, 0.8, 37.0, 616, 0.0, 5.5
1623.6, -5.9, 29.0, 0, 35, 91, 0.8, 37.0, 610, 0.0, 6.8
1624.8, -7.0, 29.0, 0, 35, 91, 0.8, 37.3, 607, 0.0, 8.5
1626.0, -7.2, 29.0, 0, 35, 91, 0.8, 38.0, 602, 0.0, 7.5
1627.2, -7.8, 29.0, 0, 35, 91, 0.8, 38.0, 600, 0.0, 7.6
1628.4, -7.2, 29.0, 0, 35, 91, 0.8, 38.0, 598, 0.0, 8.5
1629.6, -6.3, 29.0, 0, 35, 91, 0.8, 37.0, 601, 0.0, 8.5
1630.8, -7.0, 29.0, 0, 35, 91, 0.8, 37.0, 602, 0.0, 8.5
1632.0, -7.3, 29.0, 0, 35, 91, 0.8, 37.0, 597, 0.0, 8.1
1633.2, -8.6, 29.0, 0, 35, 91, 0.8, 37.2, 596, 0.0, 7.5
1634.4, -8.2, 29.0, 0, 35, 91, 0.8, 38.0, 596, 0.0, 7.5
1635.6, -7.0, 29.0, 0, 35, 91, 0.8, 37.6, 598, 0.0, 7.6
1636.8, -7.4, 29.6, 0, 35, 91, 0.8, 37.0, 603, 0.0, 8.0
1638.0, -7.9, 30.1, 0, 35, 91, 0.8, 37.0, 599, 0.0, 8.0
1639.2, -8.6, 29.0, 0, 35, 91, 0.8, 37.3, 598, 0.0, 8.0
1640.4, -8.3, 29.0, 0, 35, 91, 0.8, 38.0, 596, 0.0, 8.3
1641.6, -7.8, 29.0, 0, 35, 91, 0.8, 37.5, 601, 0.0, 8.3
1642.8, -7.8, 29.0, 0, 35, 91, 0.8, 37.0, 607, 0.0, 7.5
1644.0, -7.8, 29.0, 0, 35, 91, 0.8, 38.0, 608, 0.0, 7.6
1645.2, -7.8, 29.6, 0, 35, 91, 0.8, 38.0, 609, 0.0, 8.0
1646.4, -8.1, 30.1, 0, 35, 91, 0.8, 38.0, 614, 0.0, 8.4
1647.6, -9.4, 29.0, 0, 36, 91, 0.8, 38.0, 615, 0.0, 9.0
1648.8, -9.1, 29.0, 0, 36, 91, 0.8, 38.0, 609, 0.0, 9.0
1650.0, -8.6, 29.0, 0, 36, 91, 0.8, 38.0, 605, 0.0, 8.8
1651.2, -8.6, 29.0, 0, 36, 91, 0.8, 38.0, 600, 0.0, 8.0
1652.4, -8.8, 29.0, 0, 36, 91, 0.8, 38.0, 610, 0.0, 8.2
1653.6, -9.4, 29.0, 0, 36, 91, 0.8, 38.3, 608, 0.0, 8.5
1654.8, -9.4, 29.0, 0, 36, 91, 0.8, 39.0, 603, 0.0, 7.9
1656.0, -9.4, 29.0, 0, 36, 91, 0.8, 38.5, 603, 0.0, 7.5
1657.2, -8.6, 29.7, 0, 36, 91, 0.8, 38.0, 604, 0.0, 7.5
1658.4, -8.9, 30.2, 0, 36, 91, 0.8, 38.0, 607, 0.0, 7.5
1659.6, -10.2, 30.2, 0, 36, 91, 0.8, 38.5, 608, 0.0, 7.5
1660.8, -10.2, 30.2, 0, 36, 91, 0.8, 39.0, 608, *, *, *
